k,r,j,h,E,count
2,28,14,2,60,124455223374926201611529195520000
2,28,15,0,60,757185579013051010604543625543680000
2,28,14,4,64,89884327993002256719437752320000
2,28,15,2,64,1511135322218353939967187492003840000
2,28,16,0,64,1313625081850703457891613237160312832000
2,28,14,6,68,39948590219112114097527889920000
2,28,15,4,68,1335015304139028332949219534643200000
2,28,16,2,68,3412156101426371997649735980702105600000
2,28,17,0,68,998042986778221376960541879245562445824000
2,28,14,8,72,12206513678062034863133521920000
2,28,15,6,72,698286561255924527715862505472000000
2,28,16,4,72,3777832048708910087647298521641418752000
2,28,17,2,72,3437948076072279398126579469188228972544000
2,28,18,0,72,442999979447551431050771586304488983494656000
2,28,14,10,76,2712558595124896636251893760000
2,28,15,8,76,242994615696081740537626312212480000
2,28,16,6,76,2392472254004531589342859933229383680000
2,28,17,4,76,4935980567441710648717974895062174400512000
2,28,18,2,76,2070440135785405211263709538102119516602368000
2,28,19,0,76,132918784238875563657177444314383112798522572800
2,28,14,12,80,452093099187482772708648960000
2,28,15,10,80,59726320729057807424388086538240000
2,28,16,8,80,978019528758959173359301346144747520000
2,28,17,6,80,3933657317692931295579451603006153162752000
2,28,18,4,80,4030313941185740658119025326377867964055552000
2,28,19,2,80,864867817602099177224819366930601555234127872000
2,28,20,0,80,29402186794753166820810354222137941625479259750400
2,28,14,14,84,57408647515870828280463360000
2,28,15,12,84,10713668776167249156333066117120000
2,28,16,10,84,275000480637792681829523919551594496000
2,28,17,8,84,1963156939120420797627972653973862219776000
2,28,18,6,84,4278764029042662538214434328262119701610496000
2,28,19,4,84,2400186652081160053992976062385718776008435302400
2,28,20,2,84,273430200363670728038325383676473216431743723110400
2,28,21,0,84,5063696377372295422331667167553207931200863836569600
2,28,14,16,88,5581396286265219416156160000
2,28,15,14,88,1425414192894986835960734515200000
2,28,16,12,88,55107708637572735794901309439180800000
2,28,17,10,88,655613720659622144106981627112537325568000
2,28,18,8,88,2761655230446451964047404558090721426931712000
2,28,19,6,88,3660178637599707547590522960229388843432804352000
2,28,20,4,88,1132047929351669094890703082318314233305006866432000
2,28,21,2,88,68861657130287405574530835846015051369237309082828800
2,28,22,0,88,701054028452539544264457500308053490960438471182778368
2,28,14,18,92,413436761945571808604160000
2,28,15,16,92,141188654204412772638320640000000
2,28,16,14,92,8013774256503839512974765174030336000
2,28,17,12,92,152314903181722474599044084810987470848000
2,28,18,10,92,1155262872655344735907653047234471512768512000
2,28,19,8,92,3335227261974232560672119265800173155044976230400
2,28,20,6,92,2661549751178629109187694088045306399875097690112000
2,28,21,4,92,437797390585319153371219853032821763786783349696102400
2,28,22,2,92,14153979896014363263842367829866421827905203456746455040
2,28,23,0,92,78927173081882374024483746535846959891164485479353548800
2,28,14,20,96,22968708996976211589120000
2,28,15,18,96,10328844686268226541934551040000
2,28,16,16,96,849753063500635574894861384417280000
2,28,17,14,96,25142523519969313995756193308130148352000
2,28,18,12,96,326602622363556492904287194929298922799104000
2,28,19,10,96,1898444853255956057168319628502317672019735347200
2,28,20,8,96,3771581121678954092941970985018877495506882684518400
2,28,21,6,96,1645808706170155014040196837614414323019609617412915200
2,28,22,4,96,139132413151331960943000168251595558389834505122155069440
2,28,23,2,96,2375220776875577898665653159674476845978019092919589273600
2,28,24,0,96,7138364557049020384858641709957588253238014205153509376000
2,28,14,22,100,928028646342473195520000
2,28,15,20,100,546032566906338036306862080000
2,28,16,18,100,65193027390179113618099330744320000
2,28,17,16,100,2970381338654524036193016653430915072000
2,28,18,14,100,64019701172927878858074202577576172453888000
2,28,19,12,100,701275455229545656248063798125373160761904332800
2,28,20,10,100,3251137998289053045684293536904755898665157001216000
2,28,21,8,100,3822248079847193889242714929507668700476116244312883200
2,28,22,6,100,833565508797368148331123383520696364192255380358273433600
2,28,23,4,100,35644178538162410007958007247683771104810101862095755673600
2,28,24,2,100,317614871531945354429417100192616812319934036432910286848000
2,28,25,0,100,495412380903807411342100943985738888906378524233071329280000
2,28,14,24,104,25778573509513144320000
2,28,15,22,104,19999154814405681433559040000
2,28,16,20,104,3537731099353059088893010870272000
2,28,17,18,104,249702274260005811066731006838964224000
2,28,18,16,104,8803742473892190247402693908016665722880000
2,28,19,14,104,173381198440389284573739221455676707163445657600
2,28,20,12,104,1723836798493154582477271097091808499646705801625600
2,28,21,10,104,5399622112004844737968294032584127427185056754224332800
2,28,22,8,104,3157504322648628688778381454924842149869676757003827937280
2,28,23,6,104,330995893857949110178035015026853635293694359941179611545600
2,28,24,4,104,7094503792694931302276821841362420238999403775709606313984000
2,28,25,2,104,31995610136576758473983522304748445278609173493281057669120000
2,28,26,0,104,23693330825917398967128593763834480254938256294620031877120000
2,28,14,26,108,440659376230993920000
2,28,15,24,108,469131847393865873817600000
2,28,16,22,108,129889829601631484361975398400000
2,28,17,20,108,14623801733805593194237989927518208000
2,28,18,18,108,847850056822522120043938143512253431808000
2,28,19,16,108,29246074774874364989918985506031069309173760000
2,28,20,14,108,578754194539895991592684045620785855223803412480000
2,28,21,12,108,4522918709757500819105037887061398075570436250062028800
2,28,22,10,108,7407138471386897726922566261771151699947633345210351616000
2,28,23,8,108,1974902725317277948202937670637087079432671247610189499596800
2,28,24,6,108,98434125919399662364843541725046768100587842946869871247360000
2,28,25,4,108,1031339913641488805315624116603856221637445902063814668451840000
2,28,26,2,108,2165905569138774047147524622353656876840967621697257183641600000
2,28,27,0,108,587875881010722647324822354715642327123551449186257862656000000
2,28,14,28,112,3497296636753920000
2,28,15,26,112,5993783552623426560000000
2,28,16,24,112,2967681310377581322709696512000
2,28,17,22,112,571441057926262758929080246468608000
2,28,18,20,112,56202783282290348017686721179640922112000
2,28,19,18,112,3383861074516382808317547564955665190984089600
2,28,20,16,112,126682827041961147866646707039202370556518622822400
2,28,21,14,112,2241193069748606360163217981222995376289414697399091200
2,28,22,12,112,10337589604541848447465090230369284282329705769580185518080
2,28,23,10,112,7465716767699289407278955466007031971241578030057624122163200
2,28,24,8,112,886966100477764284466297743472916136708544290367882339024896000
2,28,25,6,112,20606278265991035339699114356160545841982591159677386909286400000
2,28,26,4,112,97603062566456867938284750404809380107505017013375656892825600000
2,28,27,2,112,73958921594592496596844595798315983164903599408598296297472000000
2,28,15,28,116,26733335491346964480000
2,28,16,26,116,35436446695481563915223040000
2,28,17,24,116,13720673719911850511347785793536000
2,28,18,22,116,2466194319735361576897414488111710208000
2,28,19,20,116,265655513293050202969725870459884056608768000
2,28,20,18,116,18383061682890785933539926932965417630102978560000
2,28,21,16,116,676873049705279781422402446935847963677662997852979200
2,28,22,14,116,8258978774642471195886513377303493869507310373128948940800
2,28,23,12,116,17252964145408008622404132182342713794425158705699097464012800
2,28,24,10,116,5174361179951799127723421411840908035351040544133846518464512000
2,28,25,8,116,269456495690755720917019053606454821540025831559506024244183040000
2,28,26,6,116,2715256408216515518588484643295792344509740147624192899232563200000
2,28,27,4,116,4522385752104120718683127769164412796624581021365183684018176000000
2,28,16,28,120,134598525151004630876160000
2,28,17,26,120,170443209812395955447645208576000
2,28,18,24,120,66348309674396499362754507248762880000
2,28,19,22,120,13694777806959593093621278530141250859827200
2,28,20,20,120,1766363427921403573919871897123197715814023168000
2,28,21,18,120,128490177725892160712505255457035430477052018216140800
2,28,22,16,120,3736494437765786999679329915385568408685543585176029757440
2,28,23,14,120,23227086602596908230887798553312595352575974509539017883648000
2,28,24,12,120,19062762967610704159412507312426573764848237060669807462973440000
2,28,25,10,120,2324603933776931505845254495095590956636458971646408658161500160000
2,28,26,8,120,49748137143285115176847757413418289482175417974768403551040307200000
2,28,27,6,120,170056298214846356742658948244500216885009834020796805085659136000000
2,28,17,28,124,675624102538874256152985600000
2,28,18,26,124,932273256667038032153000514945024000
2,28,19,24,124,432593128852557824424438677159207239680000
2,28,20,22,124,109639664643925133486985769979522715509745254400
2,28,21,20,124,15527454971598589814715284152691354721255938221670400
2,28,22,18,124,985941120310467686087103469219897930858194430226910412800
2,28,23,16,124,17328925230681429453167384797890648659684036126376201918873600
2,28,24,14,124,42563070895119185748389845919059420574033873156711803628027904000
2,28,25,12,124,13050007726577178508429535733547320685918090655661907581893345280000
2,28,26,10,124,611079879867617897975308739162275380442977371671963069079302963200000
2,28,27,8,124,4235239497349453744179977398787178673496309353963633895452704768000000
2,28,18,28,128,4419564532553295398495571148800000
2,28,19,26,128,7226222628806274347445333397453406208000
2,28,20,24,128,4133315386344655351038472200126038502958694400
2,28,21,22,128,1178191528265529556993246861482393607950487781376000
2,28,22,20,128,156155037359174601450054348156226786131726879201341472768
2,28,23,18,128,6982926745241214383633559867555635033359321429271999466700800
2,28,24,16,128,54445707824498716484055671116728690877692677548470126954676224000
2,28,25,14,128,46264433085381033942678043613153278712737428368173443294607441920000
2,28,26,12,128,5011216001995575785272802527795425997810557330748722202321291837440000
2,28,27,10,128,71695083246386910474006760063669676850043231022246845017791397888000000
2,28,19,28,132,43028455749341203308871495817625600000
2,28,20,26,132,82470867481219745707725283366510924922880000
2,28,21,24,132,53227341724459048914932238086359576828349880729600
2,28,22,22,132,14867865674066406177275393344493465989909698672265789440
2,28,23,20,132,1554131510250597665740262666149800222472435956761819401420800
2,28,24,18,132,37356201813360653080330808099205507309327757562507660271550464000
2,28,25,16,132,98846088694548941173909276547828941521085379701089140079926968320000
2,28,26,14,132,26900446002127530039625398342963381315211261913743188302494905139200000
2,28,27,12,132,827817435773474640216591735094226761705861726095172165593232048128000000
2,28,20,28,136,601586697499073637855105467874174566400000
2,28,21,26,136,1257326457560678279379835606244135521505771520000
2,28,22,24,136,816188551112144974595113428287041421595993290519347200
2,28,23,22,136,194735997487274030922601013520214001362058872413134782464000
2,28,24,20,136,13066347461844135861175941727265264423303022877821129480732672000
2,28,25,18,136,119100683676648748557025552118959544258266495358586580937987850240000
2,28,26,16,136,91296479504789253446684703609278347029728406209137844149263374745600000
2,28,27,14,136,6446283667008355813673560921873648027765726746241110326405725421568000000
2,28,21,28,140,10857333692054586203431465550156181327052800000
2,28,22,26,140,22867077529575793225094138016469751235934892851200000
2,28,23,24,140,13394578841596199067683955532492988810329475824880713728000
2,28,24,22,140,2337796920760328097772686584893216983979315385209949352099840000
2,28,25,20,140,74173412099180123334046917004352845728643365605112159852319211520000
2,28,26,18,140,185780208706076983229821472718060615780603429750593088463375958016000000
2,28,27,16,140,33037644315407846042733842442219305998057661232562371781547092082688000000
2,28,22,28,144,229731796479230251932564386667743902622023680000000
2,28,23,26,144,452318642876676745545278232918832557014286734878310400000
2,28,24,24,144,212723599086001270956705163668625852464666389064662447554560000
2,28,25,22,144,21778239457753719109117747810698873276750658405994599397562777600000
2,28,26,20,144,209594452517203028906067336832642916028201819854400900462238425415680000
2,28,27,18,144,107141127720945380901266163985477882826885787681908922033694618681344000000
2,28,23,28,148,5268399525917860431652829388424498634146027929600000000
2,28,24,26,148,8943003832606956284518096284487879283977905450183032832000000
2,28,25,24,148,2889130796016753339089099232437390688686205583484167222670131200000
2,28,26,22,148,116822948764490174384063261966247670980246497480100859631844615782400000
2,28,27,20,148,207121899148450045979546291972080877726367678114089520058216029880320000000
2,28,24,28,152,121454899787406134930981689142036585201430425921126400000000
2,28,25,26,152,160334105495627557360648205179490318524354095905863976878080000000
2,28,26,24,152,27338641915892389117824876259538191766548228826328432056236769280000000
2,28,27,22,152,217663571499881463911149105875092736134206522066691838870082730065920000000
2,28,25,28,156,2572882014277453394318261187036968506973715050665082880000000000
2,28,26,26,156,2252676655753696546021436046421216535466946366030912383300403200000000
2,28,27,24,156,106683890470361608538499684762729260421979848051226926937741983744000000000
2,28,26,28,160,43651032541165082389043474886966742767175841083690309386240000000000
2,28,27,26,160,18090273205631816714868716429620096780334663206290722422731571200000000000
2,28,27,28,164,437807012195112962964313822329879895157942105222394371112960000000000000
