t,g,p,q,source_base_score,zero_swap,c_pi,c_gamma_pi,c_pi_gamma_inv,plus,minus,g_plus,g_minus,components,permutation_image
39,48,50,51,3,187:207,50,51,51,172,172,48,48,1,85 54 130 124 218 116 197 152 168 6 79 10 200 28 88 216 77 16 144 20 19 127 148 66 194 24 35 177 169 68 181 22 32 182 13 62 126 153 163 209 14 84 174 228 155 149 212 78 140 30 129 128 211 73 45 56 220 80 193 58 65 36 64 63 227 98 9 176 215 109 225 99 48 74 31 217 172 207 91 11 71 82 131 133 57 40 5 92 192 125 34 7 95 108 93 43 25 60 97 198 185 27 102 104 115 105 107 106 175 17 170 162 113 112 114 103 203 184 183 111 146 61 208 123 3 136 121 52 51 50 205 81 137 157 0 96 189 158 47 101 139 53 141 223 151 145 38 204 214 21 161 224 147 8 89 188 160 156 132 26 33 190 39 199 2 166 186 159 12 90 110 171 173 75 195 230 206 72 67 49 134 179 83 219 117 180 187 165 191 154 150 167 100 202 70 44 118 55 41 120 18 201 86 59 119 164 178 4 226 222 142 232 46 213 229 29 76 87 15 233 23 210 138 231 37 135 122 221 69 42 94 143 1 196
